id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
114021122240318008_20,21,114021122240318008_20,1,1,114021122240318008
114021143240318008_1,2,114021143240318008_1,1,1,114021143240318008
114021143240318008_2,3,114021143240318008_2,1,1,114021143240318008
114021143240318008_3,4,114021143240318008_3,1,1,114021143240318008
114021143240318008_4,5,114021143240318008_4,1,1,114021143240318008
114021143240318008_5,6,114021143240318008_5,1,1,114021143240318008
114021143240318008_6,7,114021143240318008_6,1,1,114021143240318008
114021143240318008_7,8,114021143240318008_7,1,1,114021143240318008
114021143240318008_8,9,114021143240318008_8,1,1,114021143240318008
114021143240318008_9,10,114021143240318008_9,1,1,114021143240318008
114021143240318008_10,11,114021143240318008_10,1,1,114021143240318008
114021143240318008_11,12,114021143240318008_11,1,1,114021143240318008
114021143240318008_12,13,114021143240318008_12,1,1,114021143240318008
114021143240318008_13,14,114021143240318008_13,1,1,114021143240318008
114021143240318008_14,15,114021143240318008_14,1,1,114021143240318008
114021143240318008_15,16,114021143240318008_15,1,1,114021143240318008
114021143240318008_16,17,114021143240318008_16,1,1,114021143240318008
114021143240318008_17,18,114021143240318008_17,1,1,114021143240318008
114021143240318008_18,19,114021143240318008_18,1,2,114021143240318008
114020923240318008_1,2,114020923240318008_1,1,1,114020923240318008
114020923240318008_2,3,114020923240318008_2,1,1,114020923240318008
114020923240318008_3,4,114020923240318008_3,1,1,114020923240318008
114020923240318008_4,5,114020923240318008_4,1,1,114020923240318008
114020923240318008_5,6,114020923240318008_5,1,1,114020923240318008
114020923240318008_6,7,114020923240318008_6,1,1,114020923240318008
114020923240318008_7,8,114020923240318008_7,1,1,114020923240318008
114020923240318008_8,9,114020923240318008_8,1,1,114020923240318008
114020923240318008_9,10,114020923240318008_9,1,1,114020923240318008
114020923240318008_10,11,114020923240318008_10,1,1,114020923240318008
114020923240318008_11,12,114020923240318008_11,1,1,114020923240318008
114020923240318008_12,13,114020923240318008_12,1,1,114020923240318008
114020923240318008_13,14,114020923240318008_13,1,1,114020923240318008
114020923240318008_14,15,114020923240318008_14,1,1,114020923240318008
114020923240318008_15,16,114020923240318008_15,1,1,114020923240318008
114020923240318008_16,17,114020923240318008_16,1,1,114020923240318008
114020923240318008_17,18,114020923240318008_17,1,1,114020923240318008
114020923240318008_18,19,114020923240318008_18,1,1,114020923240318008
114020923240318008_19,20,114020923240318008_19,1,1,114020923240318008
114020923240318008_20,21,114020923240318008_20,1,1,114020923240318008
114020923240318008_21,22,114020923240318008_21,1,1,114020923240318008
114020923240318008_22,23,114020923240318008_22,1,1,114020923240318008
114020923240318008_23,24,114020923240318008_23,1,1,114020923240318008
114020975240318008_1,2,114020975240318008_1,1,1,114020975240318008
114020975240318008_2,3,114020975240318008_2,1,1,114020975240318008
114020975240318008_3,4,114020975240318008_3,1,1,114020975240318008
114020975240318008_4,5,114020975240318008_4,1,1,114020975240318008
114020975240318008_5,6,114020975240318008_5,1,1,114020975240318008
114020975240318008_6,7,114020975240318008_6,1,1,114020975240318008
114020975240318008_7,8,114020975240318008_7,1,1,114020975240318008
114020975240318008_8,9,114020975240318008_8,1,1,114020975240318008
114020975240318008_9,10,114020975240318008_9,1,1,114020975240318008
114020975240318008_10,11,114020975240318008_10,1,1,114020975240318008
114020975240318008_11,12,114020975240318008_11,1,1,114020975240318008
114020975240318008_12,13,114020975240318008_12,1,1,114020975240318008
114020975240318008_13,14,114020975240318008_13,1,1,114020975240318008
114020975240318008_14,15,114020975240318008_14,1,1,114020975240318008
114020975240318008_15,16,114020975240318008_15,1,1,114020975240318008
114020975240318008_16,17,114020975240318008_16,1,1,114020975240318008
114020975240318008_17,18,114020975240318008_17,1,1,114020975240318008
114020975240318008_18,19,114020975240318008_18,1,1,114020975240318008
114020975240318008_19,20,114020975240318008_19,1,1,114020975240318008
114020975240318008_20,21,114020975240318008_20,1,1,114020975240318008
114020975240318008_21,22,114020975240318008_21,1,1,114020975240318008
114020975240318008_22,23,114020975240318008_22,1,1,114020975240318008
114020975240318008_23,24,114020975240318008_23,1,2,114020975240318008
114021009240318008_1,2,114021009240318008_1,1,1,114021009240318008
114021009240318008_2,3,114021009240318008_2,1,1,114021009240318008
114021009240318008_3,4,114021009240318008_3,1,1,114021009240318008
114021009240318008_4,5,114021009240318008_4,1,1,114021009240318008
114021009240318008_5,6,114021009240318008_5,1,1,114021009240318008
114021009240318008_6,7,114021009240318008_6,1,1,114021009240318008
114021009240318008_7,8,114021009240318008_7,1,1,114021009240318008
114021009240318008_8,9,114021009240318008_8,1,1,114021009240318008
114021009240318008_9,10,114021009240318008_9,1,1,114021009240318008
114021009240318008_10,11,114021009240318008_10,1,1,114021009240318008
114021009240318008_11,12,114021009240318008_11,1,1,114021009240318008
114021009240318008_12,13,114021009240318008_12,1,1,114021009240318008
114021009240318008_13,14,114021009240318008_13,1,1,114021009240318008
114021009240318008_14,15,114021009240318008_14,1,1,114021009240318008
114021009240318008_15,16,114021009240318008_15,1,1,114021009240318008
114021009240318008_16,17,114021009240318008_16,1,1,114021009240318008
114021009240318008_17,18,114021009240318008_17,1,1,114021009240318008
114021009240318008_18,19,114021009240318008_18,1,1,114021009240318008
114021009240318008_19,20,114021009240318008_19,1,1,114021009240318008
114021009240318008_20,21,114021009240318008_20,1,1,114021009240318008
114021009240318008_21,22,114021009240318008_21,1,1,114021009240318008
114021009240318008_22,23,114021009240318008_22,1,1,114021009240318008
114021136240318008_1,2,114021136240318008_1,2,1,114021136240318008
114021136240318008_2,3,114021136240318008_2,1,1,114021136240318008
114021136240318008_3,4,114021136240318008_3,1,1,114021136240318008
114021136240318008_4,5,114021136240318008_4,1,1,114021136240318008
114021136240318008_5,6,114021136240318008_5,1,1,114021136240318008
114021136240318008_6,7,114021136240318008_6,1,1,114021136240318008
114021136240318008_7,8,114021136240318008_7,1,1,114021136240318008
114021136240318008_8,9,114021136240318008_8,1,1,114021136240318008
114021136240318008_9,10,114021136240318008_9,1,1,114021136240318008
114021136240318008_10,11,114021136240318008_10,1,1,114021136240318008
114021136240318008_11,12,114021136240318008_11,1,1,114021136240318008
114021136240318008_12,13,114021136240318008_12,1,1,114021136240318008
114021136240318008_13,14,114021136240318008_13,1,1,114021136240318008
114021136240318008_14,15,114021136240318008_14,1,1,114021136240318008
114021136240318008_15,16,114021136240318008_15,1,1,114021136240318008
114021644240320504_1,2,114021644240320504_1,1,1,114021644240320504
114021644240320504_2,3,114021644240320504_2,1,1,114021644240320504
114021644240320504_3,4,114021644240320504_3,1,1,114021644240320504
114021644240320504_4,5,114021644240320504_4,1,1,114021644240320504
114021644240320504_5,6,114021644240320504_5,1,1,114021644240320504
114021644240320504_6,7,114021644240320504_6,1,1,114021644240320504
114021644240320504_7,8,114021644240320504_7,1,1,114021644240320504
114021644240320504_8,9,114021644240320504_8,1,1,114021644240320504
114021644240320504_9,10,114021644240320504_9,1,1,114021644240320504
114021644240320504_10,11,114021644240320504_10,1,1,114021644240320504
114021644240320504_11,12,114021644240320504_11,1,1,114021644240320504
114021644240320504_12,13,114021644240320504_12,1,1,114021644240320504
114021644240320504_13,14,114021644240320504_13,1,1,114021644240320504
114021644240320504_14,15,114021644240320504_14,1,1,114021644240320504
114021644240320504_15,16,114021644240320504_15,1,1,114021644240320504
114021644240320504_16,17,114021644240320504_16,1,1,114021644240320504
114021644240320504_17,18,114021644240320504_17,1,1,114021644240320504
114021644240320504_18,19,114021644240320504_18,1,1,114021644240320504
114021644240320504_19,20,114021644240320504_19,1,2,114021644240320504
114021859240322606_1,2,114021859240322606_1,1,1,114021859240322606
114021859240322606_2,3,114021859240322606_2,1,1,114021859240322606
114021859240322606_3,4,114021859240322606_3,1,1,114021859240322606
114021859240322606_4,5,114021859240322606_4,1,1,114021859240322606
114021859240322606_5,6,114021859240322606_5,1,1,114021859240322606
114021859240322606_6,7,114021859240322606_6,1,1,114021859240322606
114021859240322606_7,8,114021859240322606_7,1,1,114021859240322606
114021859240322606_8,9,114021859240322606_8,1,1,114021859240322606
114021859240322606_9,10,114021859240322606_9,1,1,114021859240322606
114021859240322606_10,11,114021859240322606_10,1,1,114021859240322606
114021859240322606_11,12,114021859240322606_11,1,1,114021859240322606
114021859240322606_12,13,114021859240322606_12,1,1,114021859240322606
114021859240322606_13,14,114021859240322606_13,1,1,114021859240322606
114021859240322606_14,15,114021859240322606_14,1,1,114021859240322606
114021859240322606_15,16,114021859240322606_15,1,1,114021859240322606
114021859240322606_16,17,114021859240322606_16,1,1,114021859240322606
114021859240322606_17,18,114021859240322606_17,1,1,114021859240322606
114021859240322606_18,19,114021859240322606_18,1,1,114021859240322606
114021859240322606_19,20,114021859240322606_19,1,1,114021859240322606
114021859240322606_20,21,114021859240322606_20,1,1,114021859240322606
114021859240322606_21,22,114021859240322606_21,1,1,114021859240322606
114021859240322606_22,23,114021859240322606_22,1,1,114021859240322606
114021859240322606_23,24,114021859240322606_23,1,1,114021859240322606
114021859240322606_24,25,114021859240322606_24,1,1,114021859240322606
113028424236519600_1,2,113028424236519600_1,1,1,113028424236519600
113028424236519600_2,3,113028424236519600_2,1,1,113028424236519600
113028424236519600_3,4,113028424236519600_3,1,1,113028424236519600
113028424236519600_4,5,113028424236519600_4,1,1,113028424236519600
113028424236519600_5,6,113028424236519600_5,1,1,113028424236519600
113028424236519600_6,7,113028424236519600_6,1,1,113028424236519600
113028424236519600_7,8,113028424236519600_7,1,1,113028424236519600
113028424236519600_8,9,113028424236519600_8,1,1,113028424236519600
113028424236519600_9,10,113028424236519600_9,1,1,113028424236519600
113028424236519600_10,11,113028424236519600_10,1,1,113028424236519600
113028424236519600_11,12,113028424236519600_11,1,1,113028424236519600
113028424236519600_12,13,113028424236519600_12,1,1,113028424236519600
113028424236519600_13,14,113028424236519600_13,1,1,113028424236519600
113028424236519600_14,15,113028424236519600_14,1,1,113028424236519600
113028424236519600_15,16,113028424236519600_15,1,1,113028424236519600
113028424236519600_16,17,113028424236519600_16,1,1,113028424236519600
113028424236519600_17,18,113028424236519600_17,1,1,113028424236519600
113028424236519600_18,19,113028424236519600_18,1,1,113028424236519600
113028424236519600_19,20,113028424236519600_19,1,1,113028424236519600
113028424236519600_20,21,113028424236519600_20,1,1,113028424236519600
113028424236519600_21,22,113028424236519600_21,1,1,113028424236519600
113028424236519600_22,23,113028424236519600_22,1,1,113028424236519600
113028424236519600_23,24,113028424236519600_23,1,1,113028424236519600
113028424236519600_24,25,113028424236519600_24,1,1,113028424236519600
113028424236519600_25,26,113028424236519600_25,1,1,113028424236519600
113028424236519600_26,27,113028424236519600_26,1,1,113028424236519600
113028424236519600_27,28,113028424236519600_27,1,1,113028424236519600
113028424236519600_28,29,113028424236519600_28,1,1,113028424236519600
113028424236519600_29,30,113028424236519600_29,1,2,113028424236519600
113028438236519600_1,2,113028438236519600_1,2,1,113028438236519600
113028438236519600_2,3,113028438236519600_2,1,1,113028438236519600
113028438236519600_3,4,113028438236519600_3,1,1,113028438236519600
113028438236519600_4,5,113028438236519600_4,1,1,113028438236519600
113028438236519600_5,6,113028438236519600_5,1,1,113028438236519600
113028438236519600_6,7,113028438236519600_6,1,1,113028438236519600
113028438236519600_7,8,113028438236519600_7,1,2,113028438236519600
113070575236567500_1,2,113070575236567500_1,2,1,113070575236567500
113070575236567500_2,3,113070575236567500_2,1,1,113070575236567500
113070575236567500_3,4,113070575236567500_3,1,1,113070575236567500
113070575236567500_4,5,113070575236567500_4,1,1,113070575236567500
113070575236567500_5,6,113070575236567500_5,1,1,113070575236567500
113681692238888005_1,2,113681692238888005_1,1,1,113681692238888005
113681692238888005_2,3,113681692238888005_2,1,1,113681692238888005
113681692238888005_3,4,113681692238888005_3,1,1,113681692238888005
113681692238888005_4,5,113681692238888005_4,1,1,113681692238888005
113681692238888005_5,6,113681692238888005_5,1,1,113681692238888005
113681692238888005_6,7,113681692238888005_6,1,1,113681692238888005
113681692238888005_7,8,113681692238888005_7,1,1,113681692238888005
113681692238888005_8,9,113681692238888005_8,1,1,113681692238888005
113681692238888005_9,10,113681692238888005_9,1,1,113681692238888005
113681692238888005_10,11,113681692238888005_10,1,1,113681692238888005
113681692238888005_11,12,113681692238888005_11,1,1,113681692238888005
113681692238888005_12,13,113681692238888005_12,1,1,113681692238888005
113681692238888005_13,14,113681692238888005_13,1,1,113681692238888005
113681692238888005_14,15,113681692238888005_14,1,1,113681692238888005
113681692238888005_15,16,113681692238888005_15,1,1,113681692238888005
113681692238888005_16,17,113681692238888005_16,1,1,113681692238888005
113681692238888005_17,18,113681692238888005_17,1,1,113681692238888005
113681692238888005_18,19,113681692238888005_18,1,1,113681692238888005
